gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Tenure_Years,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0,0.6388888888888888,1,1,0.026905829596412606,0.45429020989313695,0.6388888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0
1,0,1,0,0.2361111111111111,1,1,0.6188340807174888,0.5223712665388904,0.2361111111111111,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0,0,1,0.18055555555555555,1,0,0.25510712506228206,0.3926347562310174,0.18055555555555552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,0,0,0.4305555555555555,1,0,0.025411061285500774,0.3986356103635813,0.4305555555555556,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,0,0.013888888888888888,1,1,0.5650224215246636,0.11194013087901405,0.013888888888888888,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,0.7916666666666666,1,0,0.013452914798206289,0.5124760848008816,0.7916666666666666,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,1,0.3055555555555555,0,1,0.3094170403587444,0.47206997494863506,0.3055555555555555,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0
0,0,1,1,0.6666666666666666,1,1,0.6342800199302442,0.7767684646046461,0.6666666666666666,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,1
1,0,0,0,0.1388888888888889,1,1,0.3313403089187843,0.35532449210503236,0.1388888888888889,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,1,1,0.5277777777777778,1,0,0.6238166417538615,0.708579137132081,0.5277777777777777,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,0,0,0.986111111111111,1,1,0.8096661684105632,0.930804015082745,0.9861111111111112,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0
1,1,0,0,0.06944444444444445,1,1,0.7085201793721974,0.34068942283180637,0.06944444444444445,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.19444444444444442,1,0,0.5784753363228701,0.4872768724676322,0.19444444444444445,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
0,1,0,0,0.06944444444444445,1,1,0.6621823617339312,0.3194921521405405,0.06944444444444445,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
0,0,1,0,0.09722222222222221,1,0,0.6263079222720479,0.37149053527430587,0.09722222222222222,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0
0,1,1,0,0.9166666666666666,1,1,0.6193323368211261,0.8496922311037103,0.9166666666666666,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1
0,0,1,1,0.6666666666666666,1,0,0.017937219730941728,0.4713137307171393,0.6666666666666666,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.16666666666666666,1,1,0.8101644245142003,0.5071996455129423,0.16666666666666666,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,1
1,1,1,0,1.0,1,1,0.8545092177379173,0.9617170328249176,1.0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,1
0,0,0,0,0.4444444444444444,1,0,0.5615346287992028,0.6370176524809988,0.4444444444444444,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0
0,1,0,0,0.2222222222222222,1,1,0.7578475336322871,0.5472907688843656,0.2222222222222222,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1
0,0,0,0,0.3472222222222222,1,0,0.014947683109118093,0.3562287369997912,0.3472222222222222,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,1,0.19444444444444442,1,0,0.003986048829098199,0.25110483459270383,0.19444444444444445,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,1.0,1,0,0.9875435974090684,0.9994589154549355,1.0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,1,1,0.4305555555555555,1,1,0.8021923268560041,0.6943902858890031,0.4305555555555556,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1
1,0,1,0,1.0,1,1,0.792725460886896,0.9378333449285581,1.0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,0
1,0,1,1,0.736111111111111,1,1,0.009965122072745414,0.4860403121964419,0.7361111111111112,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,0.5694444444444444,1,1,0.9576482311908322,0.8079230242479218,0.5694444444444444,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,1
1,1,1,0,0.5694444444444444,1,1,0.6512207274539114,0.7233342524262243,0.5694444444444444,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1,0,0,1,0.8333333333333333,1,0,0.01544593921275536,0.4993824926932222,0.8333333333333333,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,0.9444444444444444,1,1,0.6203288490284007,0.8531625613193417,0.9444444444444444,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0
1,0,0,1,0.3194444444444444,0,0,0.22172396611858494,0.4562957789861967,0.3194444444444444,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
1,0,1,0,0.8472222222222222,1,1,0.6243148978574988,0.8208957026231691,0.8472222222222221,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0
1,0,0,1,0.041666666666666664,1,1,0.3617339312406578,0.19950493530864227,0.041666666666666664,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,0,0,0,0.75,1,0,0.657698056801196,0.8053105778037515,0.75,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0
1,0,1,1,0.1111111111111111,1,0,0.059790732436472344,0.2221160856240018,0.1111111111111111,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,1,1,0.3055555555555555,1,1,0.60039860488291,0.5673875239565822,0.3055555555555555,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,0
1,0,1,0,0.861111111111111,0,1,0.20129546586945693,0.6432302458995973,0.8611111111111112,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0
0,0,0,0,0.013888888888888888,1,1,0.6477329347284505,0.1222207644374429,0.013888888888888888,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0,0,1,0,0.09722222222222221,1,1,0.565520677628301,0.3468180778387316,0.09722222222222222,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
1,0,1,1,1.0,1,0,0.9571499750871949,0.9779434254554593,1.0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,1,0,0.18055555555555555,1,1,0.47284504235176883,0.44737936421879587,0.18055555555555552,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,1,1,0.986111111111111,1,0,0.9586447433981066,0.9779317976223669,0.9861111111111112,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
1,0,0,1,0.4583333333333333,1,1,0.7663178873941207,0.7234566335314997,0.4583333333333333,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0
1,0,0,0,0.013888888888888888,1,1,0.2536123567513703,0.06337856999123903,0.013888888888888888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,0,0,1,0.861111111111111,1,0,0.07573492775286497,0.564185088527249,0.8611111111111112,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,0,1,0,0.8472222222222222,1,1,0.8684603886397609,0.9005721659309703,0.8472222222222221,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,0,0.986111111111111,1,0,0.014449427005480853,0.528691711580164,0.9861111111111112,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,1,0,0.8472222222222222,1,0,0.8246138515196811,0.9053489894952917,0.8472222222222221,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0
1,0,1,0,0.1388888888888889,1,1,0.6133532635774789,0.4381427534428599,0.1388888888888889,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,0.3333333333333333,1,1,0.71898355754858,0.6369775467129675,0.3333333333333333,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,0,1,0,0.6527777777777778,1,1,0.7653213751868462,0.8100489770309376,0.6527777777777777,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0
0,0,1,0,0.5277777777777778,1,1,0.018435475834578996,0.4290999335784208,0.5277777777777777,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,1,0,0.8888888888888888,1,0,0.07125062282012959,0.5738221354437444,0.8888888888888888,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,1,1,0.5833333333333333,1,1,0.8171400099651221,0.7942436190964297,0.5833333333333333,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0
1,0,0,0,0.7083333333333333,1,0,0.41355256601893375,0.7052589681602757,0.7083333333333333,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
1,0,0,0,0.375,1,0,0.30493273542600896,0.5154597841565458,0.375,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1,0,0,0,0.06944444444444445,1,1,0.4539113104135526,0.28086886147306417,0.06944444444444445,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0
0,0,1,1,0.41666666666666663,1,0,0.008968609865470878,0.37778479618898053,0.41666666666666663,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,1,0.986111111111111,1,0,0.013951170901843585,0.5311164989191678,0.9861111111111112,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,0.013888888888888888,1,1,0.017937219730941728,0.0046516465307751,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,0.3055555555555555,1,0,0.3657199800697559,0.5095211352045138,0.3055555555555555,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,1,0,0,0.1111111111111111,1,1,0.5590433482810165,0.3787757928627715,0.1111111111111111,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.013888888888888888,1,0,0.30493273542600896,0.07284623398432499,0.013888888888888888,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0
0,0,1,1,1.0,1,1,0.7169905331340309,0.9135814094903093,1.0,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0
0,0,0,1,0.05555555555555555,1,1,0.016442451420029924,0.12470077709091804,0.05555555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1,0,0,0,0.013888888888888888,1,1,0.27105132037867463,0.06668323659240588,0.013888888888888888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,1,0.20833333333333331,1,0,0.02142501245640263,0.2708752688276525,0.20833333333333331,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,0,0,0.041666666666666664,1,1,0.30642750373692074,0.19922337830868936,0.041666666666666664,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.18055555555555555,0,1,0.27055306427503734,0.37617336138269974,0.18055555555555552,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1
1,0,1,1,1.0,1,0,0.07125062282012959,0.5921997433291205,1.0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,1,0,0.4444444444444444,1,0,0.009965122072745414,0.3879547649979077,0.4444444444444444,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
0,0,1,1,0.8194444444444444,1,0,0.01096163428001995,0.5046812789677065,0.8194444444444444,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,0,0,0.4861111111111111,1,0,0.00847035376183361,0.381762304219896,0.48611111111111105,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1,0,0,1,0.736111111111111,1,0,0.44294967613353275,0.7343176910369043,0.7361111111111112,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0
1,0,1,1,0.2222222222222222,1,0,0.020926756352765336,0.26835445420831566,0.2222222222222222,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,0.027777777777777776,0,1,0.21923268560039863,0.11455473380491055,0.027777777777777776,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,1
0,0,1,1,0.7222222222222222,1,0,0.014449427005480853,0.47908536872658397,0.7222222222222221,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,0,0.5972222222222222,0,1,0.1674140508221226,0.5407230600540496,0.5972222222222222,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0
0,0,1,1,0.3194444444444444,1,1,0.07174887892376683,0.352358674632664,0.3194444444444444,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,0,1,1,0.15277777777777776,0,0,0.32037867463876435,0.367319158792372,0.15277777777777776,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,1,0,0,1.0,1,1,0.9138016940707524,0.9639978635495712,1.0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0
1,1,0,0,0.6805555555555555,1,1,0.7752864972595915,0.8191901288037999,0.6805555555555555,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,0,0.2361111111111111,1,1,0.7050323866467365,0.5453300343478128,0.2361111111111111,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,1
1,0,0,0,0.041666666666666664,1,1,0.6741405082212257,0.24547972964218534,0.041666666666666664,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
1,0,0,0,0.5,1,1,0.4683607374190335,0.6578930146496456,0.5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,1
1,0,1,1,0.6527777777777778,1,0,0.685600398604883,0.7759493528491734,0.6527777777777777,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0,0,1,1,0.15277777777777776,1,0,0.06576980568011961,0.27306436234724707,0.15277777777777776,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,0,0.736111111111111,0,1,0.35077229696063783,0.6916975038817861,0.7361111111111112,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0
0,0,1,1,0.2777777777777778,1,0,0.015944195316392656,0.32024591235895405,0.2777777777777778,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0,0.06944444444444445,0,0,0.26905829596412556,0.22860310273516,0.06944444444444445,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0
1,0,0,0,0.05555555555555555,1,0,0.3188839063278526,0.22373113392251298,0.05555555555555555,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,0,0,0,0.6527777777777778,1,1,0.6831091180866966,0.783828311721993,0.6527777777777777,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,0
0,1,0,0,0.611111111111111,1,0,0.7050323866467365,0.7741933038055274,0.611111111111111,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0
0,0,0,0,0.05555555555555555,1,1,0.7030393622321874,0.29649858482114044,0.05555555555555555,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,0,1,1,0.027777777777777776,1,0,0.7842551071250623,0.20952432364728468,0.027777777777777776,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,0,1,0,0.6666666666666666,1,0,0.00847035376183361,0.43770339409698233,0.6666666666666666,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,0,1.0,1,1,0.7040358744394619,0.8993035397464415,1.0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,0,0,0.4722222222222222,1,0,0.6671649227703039,0.6931599224120302,0.4722222222222222,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
1,0,0,0,0.013888888888888888,1,0,0.0219232685600399,0.005987101661951377,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
1,1,0,0,0.5972222222222222,1,1,0.7090184354758347,0.7652445360023744,0.5972222222222222,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1
1,0,1,0,0.736111111111111,1,0,0.5879422022919781,0.7849204745162826,0.7361111111111112,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,0
1,0,1,1,0.09722222222222221,1,1,0.31240657698056806,0.28657903424825076,0.09722222222222222,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
0,0,0,0,1.0,1,1,0.5440956651718984,0.8496975865030503,1.0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0
1,0,1,1,0.013888888888888888,1,0,0.014449427005480853,0.0034675185347191606,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,0,1,0.9305555555555555,1,1,0.8530144494270054,0.9346075473018249,0.9305555555555555,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0
0,0,0,0,0.05555555555555555,1,1,0.45839561534628814,0.24978049152858872,0.05555555555555555,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0
1,1,1,0,0.9583333333333333,1,1,0.7130044843049328,0.8940301717554634,0.9583333333333333,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,0,1,0.6388888888888888,1,1,0.8111609367214748,0.7996602025266336,0.6388888888888888,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0
1,1,0,0,0.375,1,1,0.8594917787742901,0.698763228628303,0.375,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0
0,1,1,0,0.013888888888888888,1,1,0.7194818136522172,0.1305408208534748,0.013888888888888888,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
1,0,1,1,0.6944444444444444,1,0,0.5690084703537619,0.7764836302904071,0.6944444444444444,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,0
1,0,1,1,0.2361111111111111,1,0,0.014947683109118093,0.2859174428044378,0.2361111111111111,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
1,0,0,0,0.3472222222222222,1,1,0.661684105630294,0.6119985597268527,0.3472222222222222,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,0,0,0,0.041666666666666664,1,0,0.3682112605879423,0.19648764440359456,0.041666666666666664,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,1,0,0,0.027777777777777776,1,0,0.6287992027902343,0.1945768411953372,0.027777777777777776,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0,0,0,1,0.05555555555555555,1,1,0.0199302441454908,0.12382029942407025,0.05555555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,0,0,0,0.013888888888888888,1,0,0.016442451420029924,0.00414597362974245,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,0.5833333333333333,1,0,0.5455904334828102,0.7088469830416828,0.5833333333333333,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,0
1,0,0,1,0.1111111111111111,0,1,0.260587942202292,0.29168640859444217,0.1111111111111111,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0
1,0,1,0,1.0,1,0,0.06975585450921776,0.5838516260931323,1.0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,1,0.861111111111111,1,0,0.5281514698555059,0.8055068659891115,0.8611111111111112,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,0
1,0,1,1,1.0,1,0,0.01943198804185356,0.5249796672148105,1.0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0
0,0,1,1,0.8194444444444444,1,0,0.7164922770303936,0.8458677724414141,0.8194444444444444,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,1,0,0.9027777777777777,1,1,0.8933731938216244,0.9380319708100442,0.9027777777777778,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0
1,0,0,0,0.5555555555555556,1,1,0.4334828101644246,0.6715252530332957,0.5555555555555556,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0
1,0,0,0,0.3333333333333333,1,1,0.8096661684105632,0.6490016303507007,0.3333333333333333,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0
1,0,1,0,0.4861111111111111,1,0,0.4245142002989537,0.6213295449312808,0.48611111111111105,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0
0,0,1,1,0.7083333333333333,1,0,0.6686596910812158,0.8015392893953188,0.7083333333333333,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,1,0,1.0,1,1,0.9192825112107624,0.976588547208125,1.0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,0
1,0,1,0,0.5833333333333333,1,1,0.7658196312904834,0.7721168200933239,0.5833333333333333,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1
0,0,1,1,0.986111111111111,1,1,0.6337817638266069,0.887134004268652,0.9861111111111112,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,1,1,0.7916666666666666,1,1,0.8191330343796711,0.8678125190506512,0.7916666666666666,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
1,1,1,0,0.08333333333333333,1,1,0.6218236173393125,0.3339051421532967,0.08333333333333333,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0
0,0,1,1,0.6388888888888888,1,0,0.009965122072745414,0.4602297482558185,0.6388888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,1,1,0.3472222222222222,1,1,0.5690084703537619,0.5960610923080052,0.3472222222222222,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,0,0,0,0.027777777777777776,1,0,0.016442451420029924,0.04202236045557706,0.027777777777777776,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,1,0.5694444444444444,1,1,0.698555057299452,0.7506190669334905,0.5694444444444444,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0,1,0,0.15277777777777776,1,1,0.25560538116591924,0.3426241435546322,0.15277777777777776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,0,0.20833333333333331,1,1,0.8266068759342301,0.5530705935754688,0.20833333333333331,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,1
1,0,0,0,0.2222222222222222,1,0,0.013452914798206289,0.2654165912068937,0.2222222222222222,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,1,0,0,0.18055555555555555,1,1,0.8819133034379673,0.5264440987291091,0.18055555555555552,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,1,0.013888888888888888,1,1,0.014947683109118093,0.0036375887237326543,0.013888888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1
0,0,0,1,0.05555555555555555,1,0,0.0199302441454908,0.13484413823263391,0.05555555555555555,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,0.5138888888888888,1,1,0.013951170901843585,0.40154051474262764,0.5138888888888888,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,0,0,0,0.8333333333333333,1,1,0.8624813153961136,0.898469652749629,0.8333333333333333,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0
1,0,0,0,0.375,1,1,0.009965122072745414,0.33495718091776083,0.375,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
1,0,1,0,0.5277777777777778,1,0,0.0199302441454908,0.41309410176356665,0.5277777777777777,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,0.09722222222222221,1,1,0.5525660189337319,0.3512837563967425,0.09722222222222222,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,0,1,0,0.5972222222222222,1,1,0.46287992027902336,0.6941312100007563,0.5972222222222222,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0
